,miRNA,Target
28710,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,GPBP1
28711,hsa-miR-300/hsa-miR-381-3p,FAM184B
28712,hsa-miR-133a-3p.2/hsa-miR-133b,LHX5
28713,hsa-miR-129-5p,SPTSSA
28714,hsa-miR-140-3p.1,PLEKHM1
28715,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,TTLL4
28716,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,DCUN1D1
28717,hsa-miR-183-5p.2,SGMS2
28718,hsa-miR-323a-3p,CERS5
28719,hsa-miR-31-5p,MAP1B
28720,hsa-miR-129-1-3p/hsa-miR-129-2-3p,C14orf28
28721,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,FUBP1
28722,hsa-miR-3167/hsa-miR-876-5p,SLC25A53
28723,hsa-miR-183-5p.1,ANKRD13C
28724,hsa-miR-135a-5p/hsa-miR-135b-5p,RGL1
28725,hsa-miR-124-3p.2/hsa-miR-506-3p,LPCAT3
28726,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,DGKH
28727,hsa-miR-142-5p/hsa-miR-5590-3p,TFAP2B
28728,hsa-miR-802,KCTD16
28729,hsa-miR-421,EPSTI1
28730,hsa-miR-103a-3p/hsa-miR-107,SUN2
28731,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,REST
28732,hsa-miR-582-5p,FSTL1
28733,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,LAMC1
28734,hsa-miR-495-3p/hsa-miR-5688,CCAR1
28735,hsa-miR-138-5p,SRSF6
28736,hsa-miR-299-5p,MPHOSPH8
28737,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,CCSAP
28738,hsa-miR-137,STK35
28739,hsa-miR-203a-3p.1,DERL2
28740,hsa-miR-190a-5p/hsa-miR-190b,RAB8A
28741,hsa-miR-21-5p/hsa-miR-590-5p,RPS6KA3
28742,hsa-miR-155-5p,FBXO33
28743,hsa-miR-501-3p/hsa-miR-502-3p,PCDH17
28744,hsa-miR-455-3p.1,MAP3K1
28745,hsa-miR-10a-5p/hsa-miR-10b-5p,WBP11
28746,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,BLOC1S2
28747,hsa-miR-410-3p,AGPAT5
28748,hsa-miR-543,AP1AR
28749,hsa-miR-302c-3p.2/hsa-miR-520f-3p,PDK3
28750,hsa-miR-122-5p,ANKIB1
28751,hsa-miR-142-3p.1,PSMB5
28752,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,ANPEP
28753,hsa-miR-140-3p.2,KIF1C
28754,hsa-miR-374a-5p/hsa-miR-374b-5p,UBXN4
28755,hsa-miR-132-3p/hsa-miR-212-3p,CCDC88A
28756,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,
28757,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,FGL2
28758,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,CCT6A
28759,hsa-miR-325-3p,CCDC77
28760,hsa-miR-489-3p,FAM84A
28761,hsa-miR-365a-3p/hsa-miR-365b-3p,ATXN7L3B
28762,hsa-miR-223-3p,WASL
28763,hsa-miR-653-5p,KCNJ3
28764,hsa-miR-139-5p,MIDN
28765,hsa-miR-505-3p.1,MAP3K3
28766,hsa-miR-218-5p,TMEM25
28767,hsa-miR-202-5p,IPO9
28768,hsa-miR-483-3p.2,ABHD14B
28769,hsa-miR-24-3p,RAB5B
28770,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,TENM3
28771,hsa-miR-1298-5p,LRRFIP2
28772,hsa-miR-204-5p/hsa-miR-211-5p,BMP2
28773,hsa-miR-433-3p,SRFBP1
28774,hsa-miR-376a-3p/hsa-miR-376b-3p,KCTD20
28775,hsa-miR-216b-5p,CLGN
28776,hsa-miR-22-3p,KAT7
28777,hsa-miR-383-5p.1,SPRED3
28778,hsa-miR-203a-3p.2,CORO1C
28779,hsa-miR-455-3p.2,RORB
28780,hsa-miR-19a-3p/hsa-miR-19b-3p,ZNF516
28781,hsa-miR-455-5p,FOXN3
28782,hsa-miR-496.1,FTO
28783,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,KPNA4
28784,hsa-miR-369-3p,SMAD6
28785,hsa-miR-188-5p/hsa-miR-6866-3p,GPC6
28786,hsa-miR-221-3p/hsa-miR-222-3p,ANKRD52
28787,hsa-miR-146a-5p/hsa-miR-146b-5p/hsa-miR-7153-5p,HIC2
28788,hsa-miR-361-5p,MAP2
28789,hsa-miR-377-3p,PPP1R9A
28790,hsa-miR-224-5p,MAGI3
28791,hsa-miR-7-5p,GABRA1
28792,hsa-miR-126-3p.1,
28793,hsa-miR-130a-5p/hsa-miR-23a-3p/hsa-miR-23b-3p/hsa-miR-23c,QSER1
28794,hsa-miR-6835-3p,EIF2B2
28795,hsa-miR-15a-5p/hsa-miR-15b-5p/hsa-miR-16-5p/hsa-miR-195-5p/hsa-miR-424-5p/hsa-miR-497-5p/hsa-miR-6838-5p,SMURF2
28796,hsa-miR-143-3p/hsa-miR-4770/hsa-miR-6088,VPS37A
28797,hsa-miR-496.2,TMCC1
28798,hsa-miR-196a-5p/hsa-miR-196b-5p,FBXO45
28799,hsa-miR-3529-5p/hsa-miR-379-5p,
28800,hsa-miR-374c-5p/hsa-miR-655-3p,SRI
28801,hsa-miR-219a-2-3p,LETMD1
28802,hsa-miR-194-5p,NR6A1
28803,hsa-miR-199a-5p/hsa-miR-199b-5p,MRPS25
28804,hsa-miR-28-3p,
28805,hsa-miR-140-5p,EIF4G2
28806,hsa-miR-342-3p,FRMD4A
28807,hsa-miR-192-5p/hsa-miR-215-5p,PHTF2
28808,hsa-miR-409-3p,TRIM33
28809,hsa-miR-382-3p,AHCYL1
28810,hsa-miR-483-3p.1,EXOC7
28811,hsa-miR-324-5p,TMEM229B
28812,hsa-miR-411-5p.1,
28813,hsa-miR-1224-5p,NFIB
28814,hsa-miR-150-5p,CTNNB1
28815,hsa-miR-378a-3p/hsa-miR-378b/hsa-miR-378c/hsa-miR-378d/hsa-miR-378e/hsa-miR-378f/hsa-miR-378h/hsa-miR-378i/hsa-miR-422a,PDIK1L
28816,hsa-miR-136-5p,COL6A6
28817,hsa-miR-151a-3p,
28818,hsa-miR-873-5p.1,CMTM7
28819,hsa-miR-486-5p,CADM1
28820,hsa-miR-1306-5p,NFIC
28821,hsa-miR-491-5p,MYT1L
28822,hsa-miR-33a-5p/hsa-miR-33b-5p,PDZD8
28823,hsa-miR-544a,NUP62CL
28824,hsa-miR-425-5p,AMPH
28825,hsa-miR-1249-3p,
28826,hsa-miR-330-3p,BFAR
28827,hsa-miR-379-3p/hsa-miR-411-3p,ACVR2B
28828,hsa-miR-28-5p/hsa-miR-3139/hsa-miR-708-5p,RIMS3
28829,hsa-miR-532-3p,SYDE1
28830,hsa-miR-668-3p,LMOD3
28831,hsa-miR-371a-5p,COA3
28832,hsa-miR-448,ZC3H12C
28833,hsa-miR-338-3p,CADM1
28834,hsa-miR-873-5p.2,LARP4B
28835,hsa-miR-205-5p,PROX1
28836,hsa-miR-326/hsa-miR-330-5p,CHRM1
28837,hsa-miR-216a-5p,PRKCE
28838,hsa-miR-154-3p/hsa-miR-487a-3p,PDZD2
28839,hsa-miR-149-5p,DNAJC18
28840,hsa-miR-1193/hsa-miR-370-5p,PTPN11
28841,hsa-miR-214-5p,NAGA
28842,hsa-miR-542-3p,FMN1
28843,hsa-miR-494-3p,ZNF281
28844,hsa-miR-504-5p.1,ZNF280C
28845,hsa-miR-191-5p,
28846,hsa-miR-431-5p,TMEM200B
28847,hsa-miR-384,PLSCR1
28848,hsa-miR-375,MBNL1
28849,hsa-miR-376c-3p,ANKRD13C
28850,hsa-miR-383-5p.2,RORB
28851,hsa-miR-217/hsa-miR-6807-3p,WASF3
28852,hsa-miR-1251-5p,
28853,hsa-miR-3064-5p/hsa-miR-6504-5p,RNF19B
28854,hsa-miR-409-5p,
28855,hsa-miR-362-5p,ZBTB10
28856,hsa-miR-193a-3p/hsa-miR-193b-3p,UBD
28857,hsa-miR-411-5p.2,CHURC1-FNTB
28858,hsa-miR-488-3p,SUGT1
28859,hsa-miR-296-3p,
28860,hsa-miR-335-5p,GSTO2
28861,hsa-miR-877-5p,
28862,hsa-miR-299-3p,
28863,hsa-miR-154-5p,RYBP
28864,hsa-miR-296-5p,KMT2B
28865,hsa-miR-346,SZRD1
28866,hsa-miR-382-5p,STK35
28867,hsa-miR-153-3p,NXNL2
28868,hsa-miR-670-3p,CCPG1
28869,hsa-miR-212-5p,LDB1
28870,hsa-miR-186-5p,UBE2B
28871,hsa-miR-532-5p,ERCC6L
28872,hsa-miR-875-5p,
28873,hsa-miR-505-3p.2,PIPOX
28874,hsa-miR-320a/hsa-miR-320b/hsa-miR-320c/hsa-miR-320d/hsa-miR-4429,ZC3H12C
28875,hsa-miR-760,MAP2K1
28876,hsa-miR-3184-5p/hsa-miR-423-5p,TSPYL2
28877,hsa-miR-1197,IPO7
28878,hsa-miR-485-3p/hsa-miR-539-3p,ARID1A
28879,hsa-miR-339-5p,NFIB
28880,hsa-miR-665,P2RY2
28881,hsa-miR-451a,
28882,hsa-miR-187-3p,
28883,hsa-miR-328-3p,UBFD1
28884,hsa-miR-493-3p,PPP2R1B
28885,hsa-miR-412-5p,
28886,hsa-miR-134-5p/hsa-miR-3118,FAM168B
28887,hsa-miR-147b,
28888,hsa-miR-503-5p,FCHSD2
28889,hsa-miR-485-5p/hsa-miR-6884-5p,NPEPPS
28890,hsa-miR-874-3p,PPP6R2
28891,hsa-miR-329-3p/hsa-miR-362-3p,CHST15
28892,hsa-miR-652-3p,
28893,hsa-miR-133a-3p.1,SH3GL1
28894,hsa-miR-450a-5p,
28895,hsa-miR-487b-3p,
28896,hsa-miR-331-3p,TXLNA
28897,hsa-miR-184,
28898,hsa-miR-615-3p,
28899,hsa-miR-210-3p,
28900,hsa-miR-126-3p.2,
28901,hsa-miR-127-3p,
28902,hsa-miR-758-3p,NOC3L
28903,hsa-miR-423-3p,
28904,hsa-miR-744-5p,
28905,hsa-miR-490-3p,KPNB1
28906,hsa-miR-151a-5p/hsa-miR-151b,
28907,hsa-miR-551a/hsa-miR-551b-3p,
28908,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,MYPN
28909,hsa-miR-193a-5p,MTFR1L
28910,hsa-miR-182-5p,INTS6
28911,hsa-miR-101-3p.2,MTX3
28912,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,UBXN2B
28913,hsa-miR-9-5p,EXT1
28914,hsa-miR-1271-5p/hsa-miR-96-5p,RAB23
28915,hsa-miR-493-5p,EGFR
28916,hsa-miR-499a-5p,RFX7
28917,hsa-miR-208a-3p/hsa-miR-208b-3p,PTPDC1
28918,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,KLHDC8A
28919,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,RASGRF2
28920,hsa-miR-340-5p,PHF21A
28921,hsa-miR-142-3p.2,SOS1
28922,hsa-miR-144-3p,UBN2
28923,hsa-miR-27a-3p/hsa-miR-27b-3p,PGM2L1
28924,hsa-miR-145-5p/hsa-miR-5195-3p,USP46
28925,hsa-miR-101-3p.1,MFSD6
28926,hsa-miR-141-3p/hsa-miR-200a-3p,NEK6
28927,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,RASA1
28928,hsa-miR-124-3p.1,SLC16A1
28929,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,CXADR
28930,hsa-miR-300/hsa-miR-381-3p,NPR3
28931,hsa-miR-133a-3p.2/hsa-miR-133b,YPEL2
28932,hsa-miR-129-5p,JAKMIP3
28933,hsa-miR-140-3p.1,PDE3A
28934,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,ZNF641
28935,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,WEE1
28936,hsa-miR-183-5p.2,GINM1
28937,hsa-miR-323a-3p,GREM2
28938,hsa-miR-31-5p,PDPR
28939,hsa-miR-129-1-3p/hsa-miR-129-2-3p,MAFG
28940,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,DDX5
28941,hsa-miR-3167/hsa-miR-876-5p,MBNL1
28942,hsa-miR-183-5p.1,FOXP1
28943,hsa-miR-135a-5p/hsa-miR-135b-5p,THRB
28944,hsa-miR-124-3p.2/hsa-miR-506-3p,RAB2A
28945,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,AMER2
28946,hsa-miR-142-5p/hsa-miR-5590-3p,EYA4
28947,hsa-miR-802,SYNGR1
28948,hsa-miR-421,HNRNPA0
28949,hsa-miR-103a-3p/hsa-miR-107,KIF5A
28950,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,NFIB
28951,hsa-miR-582-5p,ABI2
28952,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,DGKH
28953,hsa-miR-495-3p/hsa-miR-5688,BRINP1
28954,hsa-miR-138-5p,PHF21A
28955,hsa-miR-299-5p,TEAD1
28956,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,CELF2
28957,hsa-miR-137,CDC37L1
28958,hsa-miR-203a-3p.1,DYNLL2
28959,hsa-miR-190a-5p/hsa-miR-190b,ARF4
28960,hsa-miR-21-5p/hsa-miR-590-5p,PTPN9
28961,hsa-miR-155-5p,KCTD7
28962,hsa-miR-501-3p/hsa-miR-502-3p,ARIH1
28963,hsa-miR-455-3p.1,TOB1
28964,hsa-miR-10a-5p/hsa-miR-10b-5p,NEDD4
28965,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,UBE2G1
28966,hsa-miR-410-3p,MMP16
28967,hsa-miR-543,Mar-06
28968,hsa-miR-302c-3p.2/hsa-miR-520f-3p,EZH1
28969,hsa-miR-122-5p,PAK3
28970,hsa-miR-142-3p.1,ABL2
28971,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,SLC6A17
28972,hsa-miR-140-3p.2,KPNA4
28973,hsa-miR-374a-5p/hsa-miR-374b-5p,SCRN3
28974,hsa-miR-132-3p/hsa-miR-212-3p,ANP32A
28975,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,
28976,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,STC2
28977,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,USP32
28978,hsa-miR-325-3p,SERP1
28979,hsa-miR-489-3p,PRICKLE2
28980,hsa-miR-365a-3p/hsa-miR-365b-3p,SERTAD2
28981,hsa-miR-223-3p,LHX8
28982,hsa-miR-653-5p,INHBB
28983,hsa-miR-139-5p,IQCJ-SCHIP1
28984,hsa-miR-505-3p.1,ACTN2
28985,hsa-miR-218-5p,ANKRD52
28986,hsa-miR-202-5p,ZNF652
28987,hsa-miR-483-3p.2,NKIRAS2
28988,hsa-miR-24-3p,TGM2
28989,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,RIMKLA
28990,hsa-miR-1298-5p,KAZN
28991,hsa-miR-204-5p/hsa-miR-211-5p,IL1RAPL1
28992,hsa-miR-433-3p,PTCHD4
28993,hsa-miR-376a-3p/hsa-miR-376b-3p,IPMK
28994,hsa-miR-216b-5p,CUL4A
28995,hsa-miR-22-3p,LAMC1
28996,hsa-miR-383-5p.1,TBCK
28997,hsa-miR-203a-3p.2,DUSP5
28998,hsa-miR-455-3p.2,FLRT3
28999,hsa-miR-19a-3p/hsa-miR-19b-3p,CCM2
29000,hsa-miR-455-5p,NRXN1
29001,hsa-miR-496.1,ST6GALNAC5
29002,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,PDZD8
29003,hsa-miR-369-3p,PPP1R9A
29004,hsa-miR-188-5p/hsa-miR-6866-3p,KIF1B
29005,hsa-miR-221-3p/hsa-miR-222-3p,DPP8
29006,hsa-miR-146a-5p/hsa-miR-146b-5p/hsa-miR-7153-5p,SP8
29007,hsa-miR-361-5p,LRIG2
29008,hsa-miR-377-3p,KPNB1
29009,hsa-miR-224-5p,ZWILCH
29010,hsa-miR-7-5p,PAK2
29011,hsa-miR-126-3p.1,
29012,hsa-miR-130a-5p/hsa-miR-23a-3p/hsa-miR-23b-3p/hsa-miR-23c,CBFA2T3
29013,hsa-miR-6835-3p,AEBP2
29014,hsa-miR-15a-5p/hsa-miR-15b-5p/hsa-miR-16-5p/hsa-miR-195-5p/hsa-miR-424-5p/hsa-miR-497-5p/hsa-miR-6838-5p,RSPO3
29015,hsa-miR-143-3p/hsa-miR-4770/hsa-miR-6088,GXYLT1
29016,hsa-miR-496.2,MFAP3
29017,hsa-miR-196a-5p/hsa-miR-196b-5p,BIRC6
29018,hsa-miR-3529-5p/hsa-miR-379-5p,
29019,hsa-miR-374c-5p/hsa-miR-655-3p,GTF2H1
29020,hsa-miR-219a-2-3p,BTF3
29021,hsa-miR-194-5p,UBE2W
29022,hsa-miR-199a-5p/hsa-miR-199b-5p,GIT1
29023,hsa-miR-28-3p,
29024,hsa-miR-140-5p,WBP1L
29025,hsa-miR-342-3p,SH2B1
29026,hsa-miR-192-5p/hsa-miR-215-5p,CTH
29027,hsa-miR-409-3p,MYPN
29028,hsa-miR-382-3p,ELOVL3
29029,hsa-miR-483-3p.1,
29030,hsa-miR-324-5p,KIAA0513
29031,hsa-miR-411-5p.1,
29032,hsa-miR-1224-5p,YDJC
29033,hsa-miR-150-5p,CAMK2G
29034,hsa-miR-378a-3p/hsa-miR-378b/hsa-miR-378c/hsa-miR-378d/hsa-miR-378e/hsa-miR-378f/hsa-miR-378h/hsa-miR-378i/hsa-miR-422a,TMEM245
29035,hsa-miR-136-5p,VCP
29036,hsa-miR-151a-3p,
29037,hsa-miR-873-5p.1,FOXK2
29038,hsa-miR-486-5p,SLC4A8
29039,hsa-miR-1306-5p,VGLL2
29040,hsa-miR-491-5p,SZRD1
29041,hsa-miR-33a-5p/hsa-miR-33b-5p,KMT2E
29042,hsa-miR-544a,SYNPO2L
29043,hsa-miR-425-5p,PAK2
29044,hsa-miR-1249-3p,
29045,hsa-miR-330-3p,PSMD11
29046,hsa-miR-379-3p/hsa-miR-411-3p,NRDE2
29047,hsa-miR-28-5p/hsa-miR-3139/hsa-miR-708-5p,STK4
29048,hsa-miR-532-3p,WNT8B
29049,hsa-miR-668-3p,FGD4
29050,hsa-miR-371a-5p,FOXK1
29051,hsa-miR-448,MTMR12
29052,hsa-miR-338-3p,NOVA1
29053,hsa-miR-873-5p.2,ZBTB34
29054,hsa-miR-205-5p,TMEM236
29055,hsa-miR-326/hsa-miR-330-5p,PDCD6IP
29056,hsa-miR-216a-5p,SOCS5
29057,hsa-miR-154-3p/hsa-miR-487a-3p,RPP14
29058,hsa-miR-149-5p,ENC1
29059,hsa-miR-1193/hsa-miR-370-5p,ABHD2
29060,hsa-miR-214-5p,STK24
29061,hsa-miR-542-3p,KMT2E
29062,hsa-miR-494-3p,NMNAT2
29063,hsa-miR-504-5p.1,PRKAA2
29064,hsa-miR-191-5p,
29065,hsa-miR-431-5p,CA1
29066,hsa-miR-384,BPGM
29067,hsa-miR-375,RORB
29068,hsa-miR-376c-3p,LRRC40
29069,hsa-miR-383-5p.2,KIF1B
29070,hsa-miR-217/hsa-miR-6807-3p,E2F3
29071,hsa-miR-1251-5p,
29072,hsa-miR-3064-5p/hsa-miR-6504-5p,NFIX
29073,hsa-miR-409-5p,
29074,hsa-miR-362-5p,CREB1
29075,hsa-miR-193a-3p/hsa-miR-193b-3p,NAV3
29076,hsa-miR-411-5p.2,MFRP
29077,hsa-miR-488-3p,DCAF7
29078,hsa-miR-296-3p,
29079,hsa-miR-335-5p,CNNM2
29080,hsa-miR-877-5p,
29081,hsa-miR-299-3p,
29082,hsa-miR-154-5p,HNRNPR
29083,hsa-miR-296-5p,PLEKHA2
29084,hsa-miR-346,CACNA1I
29085,hsa-miR-382-5p,HSPBAP1
29086,hsa-miR-153-3p,RPL22
29087,hsa-miR-670-3p,SH3PXD2B
29088,hsa-miR-212-5p,PTPN14
29089,hsa-miR-186-5p,CALB1
29090,hsa-miR-532-5p,EYA3
29091,hsa-miR-875-5p,
29092,hsa-miR-505-3p.2,SENP5
29093,hsa-miR-320a/hsa-miR-320b/hsa-miR-320c/hsa-miR-320d/hsa-miR-4429,ARID5B
29094,hsa-miR-760,RSF1
29095,hsa-miR-3184-5p/hsa-miR-423-5p,MFAP2
29096,hsa-miR-1197,GDI2
29097,hsa-miR-485-3p/hsa-miR-539-3p,YAF2
29098,hsa-miR-339-5p,NFASC
29099,hsa-miR-665,LSP1
29100,hsa-miR-451a,
29101,hsa-miR-187-3p,
29102,hsa-miR-328-3p,YWHAZ
29103,hsa-miR-493-3p,RAB30
29104,hsa-miR-412-5p,
29105,hsa-miR-134-5p/hsa-miR-3118,AFF3
29106,hsa-miR-147b,
29107,hsa-miR-503-5p,SMURF2
29108,hsa-miR-485-5p/hsa-miR-6884-5p,GCNT4
29109,hsa-miR-874-3p,ELAVL3
29110,hsa-miR-329-3p/hsa-miR-362-3p,UQCC1
29111,hsa-miR-652-3p,
29112,hsa-miR-133a-3p.1,BTBD3
29113,hsa-miR-450a-5p,
29114,hsa-miR-487b-3p,
29115,hsa-miR-331-3p,KPNA6
29116,hsa-miR-184,
29117,hsa-miR-615-3p,
29118,hsa-miR-210-3p,
29119,hsa-miR-126-3p.2,
29120,hsa-miR-127-3p,
29121,hsa-miR-758-3p,SURF2
29122,hsa-miR-423-3p,
29123,hsa-miR-744-5p,
29124,hsa-miR-490-3p,LRRC14
29125,hsa-miR-151a-5p/hsa-miR-151b,
29126,hsa-miR-551a/hsa-miR-551b-3p,
29127,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,ELAVL3
29128,hsa-miR-193a-5p,GOLGA8O
29129,hsa-miR-182-5p,IGSF3
29130,hsa-miR-101-3p.2,PPP2R5E
29131,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,S1PR2
29132,hsa-miR-9-5p,SH2B3
29133,hsa-miR-1271-5p/hsa-miR-96-5p,MTDH
29134,hsa-miR-493-5p,ENDOD1
29135,hsa-miR-499a-5p,EIF4E3
29136,hsa-miR-208a-3p/hsa-miR-208b-3p,ABI1
29137,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,PITPNM2
29138,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,EGLN3
29139,hsa-miR-340-5p,PRRG4
29140,hsa-miR-142-3p.2,FAM208B
29141,hsa-miR-144-3p,BRPF3
29142,hsa-miR-27a-3p/hsa-miR-27b-3p,FOXP4
29143,hsa-miR-145-5p/hsa-miR-5195-3p,SNX24
29144,hsa-miR-101-3p.1,ZCCHC2
29145,hsa-miR-141-3p/hsa-miR-200a-3p,ZNF644
29146,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,JAKMIP2
29147,hsa-miR-124-3p.1,CHSY1
29148,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,ATP8A1
29149,hsa-miR-300/hsa-miR-381-3p,VCAN
29150,hsa-miR-133a-3p.2/hsa-miR-133b,PPP2CB
29151,hsa-miR-129-5p,ANAPC16
29152,hsa-miR-140-3p.1,HNRNPK
29153,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,ELF4
29154,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,RGMB
29155,hsa-miR-183-5p.2,LUZP1
29156,hsa-miR-323a-3p,SMCHD1
29157,hsa-miR-31-5p,ITPA
29158,hsa-miR-129-1-3p/hsa-miR-129-2-3p,RNF34
29159,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,HSP90B1
29160,hsa-miR-3167/hsa-miR-876-5p,NAB2
29161,hsa-miR-183-5p.1,TTC7B
29162,hsa-miR-135a-5p/hsa-miR-135b-5p,PRUNE2
29163,hsa-miR-124-3p.2/hsa-miR-506-3p,TCF3
29164,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,TSN
29165,hsa-miR-142-5p/hsa-miR-5590-3p,APLN
29166,hsa-miR-802,MYO9A
29167,hsa-miR-421,AQP6
29168,hsa-miR-103a-3p/hsa-miR-107,SLC45A4
29169,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,REV3L
29170,hsa-miR-582-5p,SHROOM3
29171,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,CTC1
29172,hsa-miR-495-3p/hsa-miR-5688,DIDO1
29173,hsa-miR-138-5p,ELF2
29174,hsa-miR-299-5p,PROX1
29175,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,TANC2
29176,hsa-miR-137,SH3BP5
29177,hsa-miR-203a-3p.1,DNAJC10
29178,hsa-miR-190a-5p/hsa-miR-190b,P2RY1
29179,hsa-miR-21-5p/hsa-miR-590-5p,UBE2D3
29180,hsa-miR-155-5p,MAFB
29181,hsa-miR-501-3p/hsa-miR-502-3p,DCLK1
29182,hsa-miR-455-3p.1,ARHGAP32
29183,hsa-miR-10a-5p/hsa-miR-10b-5p,ACTG1
